Sr No.,Utterance,Speaker,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Emotion
9327,What?,Rachel,neutral,975,5,2,4,"0:07:14,893","0:07:16,130",neutral
1358,"Oh, and uh, the fabric softener?",Chandler,neutral,147,10,1,5,"00:07:53,639","00:07:55,807",neutral
2487,Where ya going?,Chandler,neutral,260,8,3,25,"00:14:38,919","00:14:40,962",neutral
7692,"Oh?my Gawd, I-I understand.",Janice,negative,816,1,7,7,"00:20:49,039","00:20:55,711",sadness
11458,Great. He’s doing great. Don’t you worry about Chandler.,Ross,neutral,39,11,7,24,"00:11:49,917","00:11:54,921",neutral
7419,"Oh, Joey! Sorry!",Rachel,negative,790,0,1,18,"00:06:24,467","00:06:26,885",surprise
7459,How can I accept that...,Joey/Drake,negative,792,17,9,19,"00:10:28,128","00:10:31,131",sadness
10274,"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",Monica,negative,25,4,2,1,"00:13:38,818","00:13:44,405",sadness
4935,May I see it?,Isabella,neutral,526,10,3,5,"0:20:50,797","0:20:52,059",neutral
3039,You wanna what?!,Monica,negative,319,13,3,23,"00:18:36,532","00:18:38,241",surprise
9710,Your license please.,Policeman,neutral,1014,0,7,22,"00:20:24,640","00:20:26,015",neutral
11564,She is?,Joey,negative,52,7,8,7,"00:10:42,141","00:10:44,142",surprise
8680,What is she trying to kill me?,Ross,negative,912,3,5,11,"0:09:14,768","0:09:16,279",anger
4890,"Oh, right, that's me!",Rachel,positive,523,15,1,12,"00:10:22,038","00:10:23,872",surprise
3984,"Rachel is one of my closest friends.  Although, being the only one who knows anything about this does makes me feel special. Okay!",Phoebe,neutral,430,1,6,2,"00:01:47,315","00:01:57,336",neutral
5640,Yeah?,Ross,neutral,599,17,7,9,"00:05:44,427","00:05:46,678",neutral
13674,What’s the matter?,Monica,negative,277,0,1,2,"00:00:04,546","00:00:07,214",sadness
9213,"Hey, do you realize we may have just changed our lives forever?",Monica,positive,962,2,8,24,"00:21:32,529","00:21:38,368",joy
5292,I'm outta here.,Monica,negative,561,15,1,5,"00:18:43,705","00:18:45,581",disgust
13249,Okay. And it’s not just chicks y'know? It’s all kinds of other animals!,Chandler,negative,231,10,3,21,"00:17:40,559","00:17:44,479",disgust
4554,"Oh, I can’t believe this!",Joey,negative,486,9,6,4,"00:06:40,274","00:06:42,734",surprise
13460,"Oh, y’know what, that might be okay even if it was just kind of a fling, that might be all right with Rachel.",Chandler,neutral,253,3,4,10,"00:05:43,634","00:05:46,970",neutral
6873,What about Glen? He could be a Glen.,Phoebe,neutral,724,2,1,11,"00:05:49,098","00:05:51,016",neutral
2486,"Yeah, well, don’t “Aww Pheebs, that sucks!” me yet.",Phoebe,negative,260,7,3,25,"00:14:31,704","00:14:38,751",sadness
13161,I’ve been waiting for this for months!,Rachel,positive,222,4,4,18,"0:05:48,765","0:05:49,907",joy
8601,"No way, forget it.",Rachel,positive,905,8,1,11,"0:03:02,640","0:03:05,602",joy
918,"Joey, how do you make",Rachel,neutral,95,16,5,3,"00:04:58,172","00:05:00,132",neutral
12715,Alright we’re back! Ten seconds left here we go! Ten! Nine! Eight! Seven!,Director,positive,171,4,6,10,"00:15:56,747","00:16:06,756",joy
7232,This was fun! But I've got an invasive vaginal exam to get to!,Monica,positive,768,5,9,21,"00:14:17,731","00:14:22,235",joy
8260,Now he's gonna be the guy she goes too to complain about you.,Chandler,neutral,869,4,3,12,"00:12:40,593","00:12:44,053",neutral
4789,Y'know Marcel?,Rachel,neutral,511,4,1,19,"00:10:15,114","00:10:16,990",neutral
8910,Anybody lose this?,Monica,neutral,935,11,5,23,"00:17:01,645","00:17:04,063",neutral
9503,We hate that guy.,Rachel,negative,992,8,1,13,"00:16:16,225","00:16:17,266",disgust
5135,The balloon?,Joey,neutral,545,7,1,9,"00:13:46,909","00:13:50,537",neutral
10921,"Oh my God, Phoebe,",Rachel,negative,92,8,6,11,"00:12:31,375","00:12:33,251",anger
4410,Not you guys.,Phoebe,neutral,475,2,9,23,"00:31:26,551","00:31:28,594",neutral
15,You know? Forget it!,Rachel,negative,1,1,9,23,"00:36:44,368","00:36:46,578",sadness
4451,"Okay, we’ll be right in.  So ah, did your boss try to slap you again today?",Ross,neutral,477,14,3,24,"00:14:56,979","00:15:02,317",neutral
2465,"Seriously, how can you watch this?",Rachel,negative,257,4,8,12,"0:20:54,586","0:20:57,798",sadness
11331,Ow!!,Rachel,negative,25,4,3,21,"0:04:20,655","0:04:20,817",anger
11880,She is not…  She’s gay. Oh my God. She is,Ross,negative,90,1,6,16,"00:19:11,233","00:19:27,957",anger
11976,Chicks don’t swim.,Chandler,neutral,99,3,3,21,"00:22:04,364","00:22:05,906",neutral
3849,"Yes, you are so smart!",Monica,positive,414,7,5,16,"00:00:30,363","00:00:32,865",joy
5523,I’m having a really good time!,Phoebe,positive,590,4,7,5,"00:08:19,290","00:08:21,374",joy
5900,Maybe I’ll take her to that new French restaurant down the street,Ross,neutral,625,10,7,17,"00:11:34,151","00:11:37,862",neutral
5638,You like it?,Ross,positive,599,15,7,9,"0:05:42,342","0:05:43,218",joy
6900,"Oh, ah, tour guide at the museum. Yeah, Ross got it for me.",Joey,neutral,727,8,4,11,"00:03:00,430","00:03:03,265",neutral
6742,"Y'know, I don't like to brag about it, but I give the",Monica,neutral,706,4,5,13,"00:00:22,731","00:00:27,234",neutral
8762,Yeah.  Maybe it’s for the best. You smell just like her.,Eric,negative,921,9,8,7,"00:17:34,762","00:17:40,475",sadness
2480,She cancelled! My namesake cancelled on me!,Phoebe,negative,260,1,3,25,"00:14:21,277","00:14:23,736",anger
6372,"So, umm, we’re kinda using all the money we have to do it just this one time.",Alice,neutral,665,14,4,12,"00:06:40,650","00:06:45,070",neutral
13371,Hey.,Chandler,neutral,244,2,3,6,"0:02:36,447","0:02:36,823",neutral
5179,"But it’s $2,000.",Joey,positive,549,6,6,17,"00:07:32,577","00:07:35,245",surprise
344,"Yeah, right here in my pocket.  Pheebs?",Chandler,neutral,33,3,6,24,"00:04:04,118","00:04:13,085",neutral
6702,No!,Rachel,negative,700,3,6,1,"0:15:21,170","0:15:23,152",anger
13654,and that was all before 10 o’clock.,Emily,neutral,272,0,4,23,"00:05:08,266","00:05:09,933",neutral
9133,Oh - Oh my god!,Phoebe,positive,953,14,9,12,"0:08:50,988","0:08:54,826",surprise
10061,"I mean she’s a very nice woman, but there is no way we can take eight weeks of her.",Ross,negative,7,7,8,20,"00:15:22,910","00:15:27,247",anger
3280,Hey!,Rachel,neutral,345,0,6,7,"0:19:06,436","0:19:06,538",neutral
11071,"God, oh it’s just perfect!",Phoebe,positive,110,5,6,11,"00:07:05,925","00:07:09,219",joy
13360,You're definitely scaring here.,Chandler,neutral,242,5,1,7,"00:04:13,670","00:04:15,796",neutral
5723,Thank you.,Ross,neutral,608,3,1,7,"0:20:58,674","0:20:59,526",neutral
3574,"Yeah, it’s the new building on Avenue A.",Student,neutral,377,3,8,12,"00:05:55,355","00:05:57,689",neutral
12706,"Oh my God, you’re back!",Joey,positive,170,0,6,24,"00:17:08,569","00:17:09,944",surprise
7750,But then this guy’s right after him.,Joey,neutral,820,12,7,19,"00:00:42,083","00:00:44,209",neutral
1222,How would you feel about taking out my assistant Tag? I’ll pay.,Rachel,neutral,130,8,7,5,"00:06:31,641","00:06:35,769",neutral
10073,Well that’s true.,Joey,neutral,8,8,7,19,"0:03:42,972","0:03:44,015",neutral
5061,"Yeah, yeah, okay.",Joey,neutral,537,1,6,10,"00:12:16,193","00:12:19,154",neutral
10358,Okay.,Rachel,neutral,32,1,8,22,"0:11:15,214","0:11:16,092",neutral
8082,No.,Kristen,neutral,851,2,7,17,"0:05:37,887","0:05:38,774",neutral
2193,I’m really glad we came.  You’re so pretty. I love you.,Ross,positive,230,1,3,14,"00:13:22,384","00:13:35,897",joy
3147,That is so sweet!,Mona,positive,332,5,8,1,"0:21:51,898","0:21:53,282",joy
11357,"Oh, let me guess some idiot on a cell phone wasn’t paying attention?",Man,neutral,28,10,8,23,"00:13:01,936","00:13:06,690",neutral
9951,You're kidding right?,Joey,positive,1036,4,5,22,"0:19:32,296","0:19:34,348",surprise
12784,"Hey Ross, this is one of my co-stars, Dirk.  Dirk, this    is my good friend Ross.",Joey,neutral,176,0,9,20,"00:17:49,723","00:17:53,977",neutral
3924,What do you mean this might be your only chance?,Monica,negative,423,5,1,23,"00:11:40,449","00:11:42,575",surprise
507,You couldn’t do it?!,Joey,negative,49,13,6,18,"0:13:41,464","0:13:42,878",surprise
3083,Ehh?,Phoebe,negative,324,1,4,1,"0:00:10,427","0:00:11,614",surprise
4591,You’re the talker.,Rachel,neutral,493,8,6,23,"0:10:10,409","0:10:12,049",neutral
13542,Yes!,Joey,positive,260,9,5,11,"0:07:21,983","0:07:22,505",joy
9416,Great! Problem solved!,Joey,positive,984,5,5,22,"00:05:19,485","00:05:22,279",joy
1024,Wow thanks!,Joey,positive,111,0,7,1,"00:09:11,801","00:09:14,177",joy
4431,"Well, we believe it originated here.  In the Aroma Room.",Ross,neutral,476,6,3,20,"00:19:31,378","00:19:38,050",neutral
12004,Hey.,Monica,neutral,101,1,3,16,"0:04:42,824","0:04:44,389",neutral
6673,"Hey-hey, check it out! Check it out! Ugly Naked Guy has a naked friend!",Joey,positive,697,5,5,14,"00:14:58,147","00:15:01,608",surprise
2647,"Oh Maria. You can’t say no to her, she’s like this lycra spandex covered gym…treat.",Chandler,positive,279,11,4,4,"00:03:54,067","00:03:59,613",joy
11067,Yeah.,Rachel,neutral,110,1,6,11,"0:06:54,874","0:06:56,125",neutral
610,Jill says vestibule... I'm going with vestibule.,Chandler,neutral,56,4,1,7,"00:02:47,125","00:02:51,503",neutral
421,"Hey, hang up! You get food poisoning just talkin’ to that place.",Joey,negative,40,8,8,4,"00:05:06,681","00:05:10,726",disgust
3605,"Joey. Joey, something feels weird and not good weird. I don’t—Whoa!!",Rachel,negative,383,4,8,14,"00:09:49,600","00:09:54,080",fear
12786,Oh and I need to talk to you.,Phoebe,neutral,177,0,9,1,"0:01:53,905","0:01:55,449",neutral
5208,Hey! You’re a good dancer!,Janine,positive,553,9,6,10,"0:09:02,625","0:09:05,337",surprise
2997,"Hey, it’s me.",Chandler,neutral,316,1,4,8,"00:00:05,588","00:00:07,000",neutral
10145,Bob!,Chandler,negative,14,7,8,5,"0:16:36,849","0:16:37,541",sadness
11597,"I know, I lied! I didn’t want her to think I was a terrible mother! I can’t even see my own baby!",Rachel,negative,56,0,8,3,"00:20:08,874","00:20:12,877",sadness
9044,Do it do it do it!,Phoebe,positive,946,14,1,11,"0:00:31,489","0:00:32,449",joy
9948,"Umm, slight change of plans. We've shut down.",Stanley,negative,1036,1,5,22,"00:19:21,201","00:19:25,371",sadness
1092,But y'know what?,Joey,neutral,119,3,5,17,"0:14:55,237","0:14:56,356",neutral
9532,Don’t you point your pants at me!,Emily,negative,996,8,4,23,"00:11:26,852","00:11:28,436",anger
4893,"Phoebe, what is it?",Monica,neutral,523,18,1,12,"0:10:30,212","0:10:32,184",neutral
5646,He is so cute!,Rachel,positive,601,3,1,4,"0:19:44,141","0:19:46,894",joy
5085,"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",Joey,negative,540,3,1,5,"00:06:38,147","00:06:45,445",disgust
8516,"Okay, y'know what, I have to go have dinner with my son, can I trust that when you see Phoebe, you will tell her.",Ross,neutral,897,3,4,2,"00:11:35,695","00:11:38,613",neutral
710,Lose the robe.,Director,neutral,68,2,1,6,"00:13:44,990","00:13:46,032",neutral
1972,Thanks a lot.,Ross,negative,206,15,1,23,"0:08:45,107","0:08:45,983",anger
4835,"Yeah, you like that don’t you?",Phoebe,neutral,517,2,8,14,"00:21:53,200","00:21:55,640",neutral
13096,"Well, we’re really not that close.  Okay, so I guess this is uh, good-bye then.",Chandler,neutral,212,5,4,15,"00:14:17,439","00:14:24,279",neutral
2756,"So do you think uh, Joey’s more charming than me?",Chandler,neutral,293,9,6,21,"00:13:25,054","00:13:27,639",neutral
685,What?!?!,Monica,negative,66,5,3,6,"00:14:41,964","00:14:42,964",surprise
7309,OK... my weirdest place would have to be... the women's room on the second floor of the New York CIty public library.,Joey,neutral,775,4,1,7,"00:05:46,846","00:05:55,437",neutral
9686,"Well, it’s about time.",Rachel,negative,1011,5,3,5,"0:14:00,089","0:14:01,721",anger
7396,"Pizza, heh, its not like I never had that before...ba dum bum cheshhh.",Joey,neutral,787,3,6,7,"00:17:09,486","00:17:13,740",neutral
10857,"Oh, you came on to Ross!",Phoebe,positive,85,5,8,4,"00:18:41,078","00:18:43,579",surprise
3771,"Well, it helps the bee look tough in front of his bee friends. The bee is happy and I am definitely not.",Phoebe,negative,407,1,5,4,"00:13:44,615","00:13:51,704",sadness
10945,I still don't get why Greg and Jenny would give us a fake number.,Monica,negative,95,0,8,4,"00:12:36,922","00:12:39,966",anger
12884,Westminster Abbey!,Joey,positive,189,1,4,23,"00:06:41,984","00:06:44,027",joy
3251,Y’know what? You’re just upset because you’re losing.,Ross,positive,342,7,8,20,"0:07:45,244","0:07:48,206",joy
10247,Hi. Where is everybody?,Ross,neutral,23,0,3,6,"00:17:21,123","00:17:22,790",neutral
8192,"How-how are you, Mom?",Monica,negative,861,2,1,8,"00:04:10,083","00:04:12,876",sadness
6670,"Oh absolutely. Shall we say, around seven?",Phoebe,positive,697,2,5,14,"00:14:41,505","00:14:43,631",joy
245,Pa-haa!! I would love to go with you.,Ross,positive,24,3,3,14,"00:10:54,987","00:10:56,571",joy
4581,"Uh, moist, yeah.",Joey,neutral,492,2,1,22,"0:19:30,210","0:19:31,012",neutral
1588,"I don’t believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",Monica,negative,170,6,3,6,"00:12:54,982","00:13:00,528",disgust
9571,"If it's not you, this is a horrible story.",Joey,negative,1001,4,2,5,"00:05:08,433","00:05:11,184",sadness
275,So it'll be either you two  or you two.,The Casting Director,neutral,26,10,5,18,"00:10:25,833","00:10:28,585",neutral
2375,"Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube.",Phoebe,positive,250,0,1,15,"00:14:57,771","00:15:05,945",surprise
3821,"...DUMB, DRUNKEN, BITCH!!!   Thank you, thanks.",Phoebe,negative,412,0,4,2,"00:04:03,117","00:04:12,709",anger
4046,Hey!,Chandler,negative,437,0,8,19,"00:06:34,061","00:06:36,397",anger
8806,"Hey, have you figured out a way to tell him you’re moving out?",Monica,neutral,926,3,6,2,"00:03:09,814","00:03:11,940",neutral
10024,I find Marion’s views far too progressionist.,Ross,neutral,4,8,7,7,"00:15:21,253","00:15:24,547",neutral
7246,Nothing! It's over! Dammit! This is regularly scheduled programming!,Chandler,negative,770,7,5,5,"00:08:36,599","00:08:41,728",anger
7812,"Oh, good. Thanks.",Monica,neutral,827,3,3,16,"0:05:00,717","0:05:01,969",neutral
1025,Joe?,Chandler,negative,111,1,7,1,"0:09:17,848","0:09:18,810",fear
12680,"Look, I don’t need to steal some stupid ring, all right?",The Stripper,negative,168,16,4,22,"00:16:36,537","00:16:38,371",anger
1837,"Oh, yeah!",Phoebe,positive,193,2,3,14,"00:13:55,167","00:13:58,169",joy
13242,I love you both.,Chandler,neutral,231,3,3,21,"00:17:02,896","00:17:04,814",neutral
9043,No!,Monica,negative,946,13,1,11,"0:00:31,300","0:00:31,440",anger
6265,"I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time.",Chandler,neutral,658,0,1,20,"00:01:45,688","00:01:48,690",neutral
3754,"Look, I can listen to the radio, huh?",Joey,neutral,404,14,6,12,"0:03:10,065","0:03:12,123",neutral
13604,Joey Tribbiani.,Director,neutral,267,1,3,12,"0:14:49,182","0:14:50,909",neutral
3400,Well he’s probably mad after you called him this morning to borrow his goggles.,Chandler,neutral,357,2,3,17,"00:08:03,483","00:08:07,694",neutral
1354,"So what're you saying here? I should shave again, pick up some wine, what?",Ross,negative,147,6,1,5,"00:07:33,703","00:07:37,539",surprise
4552,Let me see that!,Joey,negative,486,7,6,4,"00:06:36,020","00:06:38,563",surprise
2437,Really?,Monica,positive,255,8,1,22,"00:13:03,365","00:13:04,783",surprise
7378,I’m-I’m-I’m hoping to be your uterus for the next nine months.,Phoebe,positive,783,2,4,12,"00:10:04,353","00:10:08,273",joy
4269,"All right Miss Green, everything looks fine... Yep, I think we're starting to see some real progress here.",Barry,neutral,457,11,1,20,"00:07:31,159","00:07:37,956",neutral
8384,I don’t know Rach.,Joey,neutral,885,2,7,5,"0:14:48,429","0:14:49,430",neutral
12662,"All right, let's move on.",The Teacher,neutral,167,15,5,9,"00:07:56,726","00:07:58,351",neutral
7554,You’re gonna love me so much. I got Sting tickets!!,Ross,positive,802,0,8,10,"00:21:19,945","00:21:24,031",joy
1434,What do I have to do to get some service?!,Ross,negative,154,7,3,12,"00:14:34,081","00:14:36,791",anger
11884,Try telling my wife that.,Ross,negative,90,5,6,16,"00:19:46,852","00:19:50,563",sadness
4404,"I mean, I get all those presents  without having to talk to people I don’t even like!",Monica,positive,474,15,7,19,"00:19:50,397","00:19:55,234",joy
1324,Oh my God!  Go away!  Stop looking in here!,Phoebe,negative,145,8,1,20,"00:05:45,720","00:05:52,934",anger
4779,"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.",Ross,neutral,510,0,1,14,"00:11:16,592","00:11:28,395",neutral
3019,"Okay, I can’t just be a way to kill time ‘til you meet someone better!",Phoebe,negative,317,14,7,11,"00:04:16,506","00:04:19,758",anger
3483,I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.,Chandler,negative,366,7,1,5,"00:19:41,513","00:19:47,602",sadness
9814,Where are you going? The vicar won’t be home for hours.,Joey,positive,1022,5,7,2,"00:07:32,618","00:07:35,454",joy
12749,"Hey, what do you want to drink?",Mark,neutral,174,7,3,15,"00:18:00,996","00:18:02,705",neutral
5400,Say it!,Rachel,positive,573,9,6,17,"00:16:10,761","00:16:11,803",joy
12063,"Well, I added the 'exactly like me' part...",Ross,neutral,110,1,1,19,"00:05:13,354","00:05:15,564",neutral
10290,"Oh, so you just sort of happened to leave it in here?",Rachel,negative,26,14,2,2,"00:11:37,905","00:11:40,323",anger
13521,Monkey into man?,Ross,negative,259,4,6,12,"00:16:45,462","00:16:47,005",anger
639,"Well, what about you?",Doug,neutral,61,3,3,24,"00:21:32,749","00:21:34,792",neutral
3844,Hey!,Chandler,neutral,414,1,5,16,"0:00:09,236","0:00:09,458",neutral
3340,But I didn’t want to.,Ross,negative,351,12,8,8,"00:12:06,851","00:12:08,977",anger
